000000 - [0]
000001 - [0]
000002 - [0]
000003 - [0]
000004 - [0]
000005 - [0]
000006 - [0]
000007 - [0]
000008 - [1, 0]
000009 - [1, 0]
000010 - [1, 0]
000011 - [1, 0]
000012 - [1, 0]
000013 - [1, 0]
000014 - [1, 0]
000015 - [1, 0]
000016 - [2, 0]
000017 - [2, 0]
000018 - [2, 0]
000019 - [2, 0]
000020 - [2, 0]
000021 - [2, 0]
000022 - [2, 0]
000023 - [2, 0]
000024 - [3, 0]
000025 - [3, 0]
000026 - [3, 0]
000027 - [3, 0]
000028 - [3, 0]
000029 - [3, 0]
000030 - [3, 0]
000031 - [3, 0]
000032 - [4, 0]
000033 - [4, 0]
000034 - [4, 0]
000035 - [4, 0]
000036 - [4, 0]
000037 - [4, 0]
000038 - [4, 0]
000039 - [4, 0]
000040 - [5, 0]
000041 - [5, 0]
000042 - [5, 0]
000043 - [5, 0]
000044 - [5, 0]
000045 - [5, 0]
000046 - [5, 0]
000047 - [5, 0]
000048 - [6, 0]
000049 - [6, 0]
000050 - [6, 0]
000051 - [6, 0]
000052 - [6, 0]
000053 - [6, 0]
000054 - [6, 0]
000055 - [6, 0]
000056 - [7, 0]
000057 - [7, 0]
000058 - [7, 0]
000059 - [7, 0]
000060 - [7, 0]
000061 - [7, 0]
000062 - [7, 0]
000063 - [7, 0]
048670 - [3, 0, 7, 3, 1, 0]
048671 - [3, 0, 7, 3, 1, 0]
048672 - [4, 0, 7, 3, 1, 0]
048673 - [4, 0, 7, 3, 1, 0]
048674 - [4, 0, 7, 3, 1, 0]
048675 - [4, 0, 7, 3, 1, 0]
048676 - [4, 0, 7, 3, 1, 0]
048677 - [4, 0, 7, 3, 1, 0]
048678 - [4, 0, 7, 3, 1, 0]
048679 - [4, 0, 7, 3, 1, 0]
048680 - [5, 0, 7, 3, 1, 0]
048681 - [5, 0, 7, 3, 1, 0]
048682 - [5, 0, 7, 3, 1, 0]
048683 - [5, 0, 7, 3, 1, 0]
048684 - [5, 0, 7, 3, 1, 0]
048685 - [5, 0, 7, 3, 1, 0]
048686 - [5, 0, 7, 3, 1, 0]
048687 - [5, 0, 7, 3, 1, 0]
048688 - [6, 0, 7, 3, 1, 0]
048689 - [6, 0, 7, 3, 1, 0]
048690 - [6, 0, 7, 3, 1, 0]
048691 - [6, 0, 7, 3, 1, 0]
048692 - [6, 0, 7, 3, 1, 0]
048693 - [6, 0, 7, 3, 1, 0]
048694 - [6, 0, 7, 3, 1, 0]
048695 - [6, 0, 7, 3, 1, 0]
048696 - [7, 0, 7, 3, 1, 0]
048697 - [7, 0, 7, 3, 1, 0]
048698 - [7, 0, 7, 3, 1, 0]
048699 - [7, 0, 7, 3, 1, 0]
048700 - [7, 0, 7, 3, 1, 0]
048701 - [7, 0, 7, 3, 1, 0]
048702 - [7, 0, 7, 3, 1, 0]
048703 - [7, 0, 7, 3, 1, 0]
048704 - [0, 1, 7, 3, 1, 0]
048705 - [0, 1, 7, 3, 1, 0]
048706 - [0, 1, 7, 3, 1, 0]
048707 - [0, 1, 7, 3, 1, 0]
048708 - [0, 1, 7, 3, 1, 0]
048709 - [0, 1, 7, 3, 1, 0]
048710 - [0, 1, 7, 3, 1, 0]
048711 - [0, 1, 7, 3, 1, 0]
048712 - [1, 1, 7, 3, 1, 0]
048713 - [1, 1, 7, 3, 1, 0]
048714 - [1, 1, 7, 3, 1, 0]
048715 - [1, 1, 7, 3, 1, 0]
048716 - [1, 1, 7, 3, 1, 0]
048717 - [1, 1, 7, 3, 1, 0]
048718 - [1, 1, 7, 3, 1, 0]
048719 - [1, 1, 7, 3, 1, 0]
048720 - [2, 1, 7, 3, 1, 0]
048721 - [2, 1, 7, 3, 1, 0]
048722 - [2, 1, 7, 3, 1, 0]
048723 - [2, 1, 7, 3, 1, 0]
048724 - [2, 1, 7, 3, 1, 0]
048725 - [2, 1, 7, 3, 1, 0]
048726 - [2, 1, 7, 3, 1, 0]
048727 - [2, 1, 7, 3, 1, 0]
048728 - [3, 1, 7, 3, 1, 0]
048729 - [3, 1, 7, 3, 1, 0]
048730 - [3, 1, 7, 3, 1, 0]
048731 - [3, 1, 7, 3, 1, 0]
048732 - [3, 1, 7, 3, 1, 0]
048733 - [3, 1, 7, 3, 1, 0]
048734 - [3, 1, 7, 3, 1, 0]
048735 - [3, 1, 7, 3, 1, 0]
048736 - [4, 1, 7, 3, 1, 0]
048737 - [4, 1, 7, 3, 1, 0]
048738 - [4, 1, 7, 3, 1, 0]
048739 - [4, 1, 7, 3, 1, 0]
048740 - [4, 1, 7, 3, 1, 0]
048741 - [4, 1, 7, 3, 1, 0]
048742 - [4, 1, 7, 3, 1, 0]
048743 - [4, 1, 7, 3, 1, 0]
048744 - [5, 1, 7, 3, 1, 0]
048745 - [5, 1, 7, 3, 1, 0]
048746 - [5, 1, 7, 3, 1, 0]
048747 - [5, 1, 7, 3, 1, 0]
048748 - [5, 1, 7, 3, 1, 0]
048749 - [5, 1, 7, 3, 1, 0]
048750 - [5, 1, 7, 3, 1, 0]
048751 - [5, 1, 7, 3, 1, 0]
048752 - [6, 1, 7, 3, 1, 0]
048753 - [6, 1, 7, 3, 1, 0]
048754 - [6, 1, 7, 3, 1, 0]
048755 - [6, 1, 7, 3, 1, 0]
048756 - [6, 1, 7, 3, 1, 0]
048757 - [6, 1, 7, 3, 1, 0]
048758 - [6, 1, 7, 3, 1, 0]
048759 - [6, 1, 7, 3, 1, 0]
048760 - [7, 1, 7, 3, 1, 0]
048761 - [7, 1, 7, 3, 1, 0]
048762 - [7, 1, 7, 3, 1, 0]
048763 - [7, 1, 7, 3, 1, 0]
048764 - [7, 1, 7, 3, 1, 0]
048765 - [7, 1, 7, 3, 1, 0]
048766 - [7, 1, 7, 3, 1, 0]
048767 - [7, 1, 7, 3, 1, 0]
048768 - [0, 2, 7, 3, 1, 0]
048769 - [0, 2, 7, 3, 1, 0]
048770 - [0, 2, 7, 3, 1, 0]
048771 - [0, 2, 7, 3, 1, 0]
048772 - [0, 2, 7, 3, 1, 0]
048773 - [0, 2, 7, 3, 1, 0]
048774 - [0, 2, 7, 3, 1, 0]
048775 - [0, 2, 7, 3, 1, 0]
048776 - [1, 2, 7, 3, 1, 0]
048777 - [1, 2, 7, 3, 1, 0]
048778 - [1, 2, 7, 3, 1, 0]
048779 - [1, 2, 7, 3, 1, 0]
048780 - [1, 2, 7, 3, 1, 0]
048781 - [1, 2, 7, 3, 1, 0]
048782 - [1, 2, 7, 3, 1, 0]
048783 - [1, 2, 7, 3, 1, 0]
048784 - [2, 2, 7, 3, 1, 0]
048785 - [2, 2, 7, 3, 1, 0]
048786 - [2, 2, 7, 3, 1, 0]
048787 - [2, 2, 7, 3, 1, 0]
048788 - [2, 2, 7, 3, 1, 0]
048789 - [2, 2, 7, 3, 1, 0]
048790 - [2, 2, 7, 3, 1, 0]
048791 - [2, 2, 7, 3, 1, 0]
048792 - [3, 2, 7, 3, 1, 0]
048793 - [3, 2, 7, 3, 1, 0]
048794 - [3, 2, 7, 3, 1, 0]
048795 - [3, 2, 7, 3, 1, 0]
048796 - [3, 2, 7, 3, 1, 0]
048797 - [3, 2, 7, 3, 1, 0]
048798 - [3, 2, 7, 3, 1, 0]
048799 - [3, 2, 7, 3, 1, 0]
048800 - [4, 2, 7, 3, 1, 0]
048801 - [4, 2, 7, 3, 1, 0]
048802 - [4, 2, 7, 3, 1, 0]
048803 - [4, 2, 7, 3, 1, 0]
048804 - [4, 2, 7, 3, 1, 0]
048805 - [4, 2, 7, 3, 1, 0]
048806 - [4, 2, 7, 3, 1, 0]
048807 - [4, 2, 7, 3, 1, 0]
048808 - [5, 2, 7, 3, 1, 0]
048809 - [5, 2, 7, 3, 1, 0]
048810 - [5, 2, 7, 3, 1, 0]
048811 - [5, 2, 7, 3, 1, 0]
048812 - [5, 2, 7, 3, 1, 0]
048813 - [5, 2, 7, 3, 1, 0]
048814 - [5, 2, 7, 3, 1, 0]
048815 - [5, 2, 7, 3, 1, 0]
048816 - [6, 2, 7, 3, 1, 0]
048817 - [6, 2, 7, 3, 1, 0]
048818 - [6, 2, 7, 3, 1, 0]
048819 - [6, 2, 7, 3, 1, 0]
048820 - [6, 2, 7, 3, 1, 0]
048821 - [6, 2, 7, 3, 1, 0]
048822 - [6, 2, 7, 3, 1, 0]
048823 - [6, 2, 7, 3, 1, 0]
048824 - [7, 2, 7, 3, 1, 0]
048825 - [7, 2, 7, 3, 1, 0]
048826 - [7, 2, 7, 3, 1, 0]
048827 - [7, 2, 7, 3, 1, 0]
048828 - [7, 2, 7, 3, 1, 0]
048829 - [7, 2, 7, 3, 1, 0]
048830 - [7, 2, 7, 3, 1, 0]
048831 - [7, 2, 7, 3, 1, 0]
048832 - [0, 3, 7, 3, 1, 0]
048833 - [0, 3, 7, 3, 1, 0]
048834 - [0, 3, 7, 3, 1, 0]
048835 - [0, 3, 7, 3, 1, 0]
048836 - [0, 3, 7, 3, 1, 0]
048837 - [0, 3, 7, 3, 1, 0]
048838 - [0, 3, 7, 3, 1, 0]
048839 - [0, 3, 7, 3, 1, 0]
048840 - [1, 3, 7, 3, 1, 0]
048841 - [1, 3, 7, 3, 1, 0]
048842 - [1, 3, 7, 3, 1, 0]
048843 - [1, 3, 7, 3, 1, 0]
048844 - [1, 3, 7, 3, 1, 0]
048845 - [1, 3, 7, 3, 1, 0]
048846 - [1, 3, 7, 3, 1, 0]
048847 - [1, 3, 7, 3, 1, 0]
048848 - [2, 3, 7, 3, 1, 0]
048849 - [2, 3, 7, 3, 1, 0]
048850 - [2, 3, 7, 3, 1, 0]
048851 - [2, 3, 7, 3, 1, 0]
048852 - [2, 3, 7, 3, 1, 0]
048853 - [2, 3, 7, 3, 1, 0]
048854 - [2, 3, 7, 3, 1, 0]
048855 - [2, 3, 7, 3, 1, 0]
048856 - [3, 3, 7, 3, 1, 0]
048857 - [3, 3, 7, 3, 1, 0]
048858 - [3, 3, 7, 3, 1, 0]
048859 - [3, 3, 7, 3, 1, 0]
048860 - [3, 3, 7, 3, 1, 0]
048861 - [3, 3, 7, 3, 1, 0]
048862 - [3, 3, 7, 3, 1, 0]
048863 - [3, 3, 7, 3, 1, 0]
048864 - [4, 3, 7, 3, 1, 0]
048865 - [4, 3, 7, 3, 1, 0]
048866 - [4, 3, 7, 3, 1, 0]
048867 - [4, 3, 7, 3, 1, 0]
048868 - [4, 3, 7, 3, 1, 0]
048869 - [4, 3, 7, 3, 1, 0]
048870 - [4, 3, 7, 3, 1, 0]
048871 - [4, 3, 7, 3, 1, 0]
048872 - [5, 3, 7, 3, 1, 0]
048873 - [5, 3, 7, 3, 1, 0]
048874 - [5, 3, 7, 3, 1, 0]
048875 - [5, 3, 7, 3, 1, 0]
048876 - [5, 3, 7, 3, 1, 0]
048877 - [5, 3, 7, 3, 1, 0]
048878 - [5, 3, 7, 3, 1, 0]
048879 - [5, 3, 7, 3, 1, 0]
048880 - [6, 3, 7, 3, 1, 0]
048881 - [6, 3, 7, 3, 1, 0]
048882 - [6, 3, 7, 3, 1, 0]
048883 - [6, 3, 7, 3, 1, 0]
048884 - [6, 3, 7, 3, 1, 0]
048885 - [6, 3, 7, 3, 1, 0]
048886 - [6, 3, 7, 3, 1, 0]
048887 - [6, 3, 7, 3, 1, 0]
048888 - [7, 3, 7, 3, 1, 0]
048889 - [7, 3, 7, 3, 1, 0]
048890 - [7, 3, 7, 3, 1, 0]
048891 - [7, 3, 7, 3, 1, 0]
048892 - [7, 3, 7, 3, 1, 0]
048893 - [7, 3, 7, 3, 1, 0]
048894 - [7, 3, 7, 3, 1, 0]
048895 - [7, 3, 7, 3, 1, 0]
048896 - [0, 4, 7, 3, 1, 0]
048897 - [0, 4, 7, 3, 1, 0]
048898 - [0, 4, 7, 3, 1, 0]
048899 - [0, 4, 7, 3, 1, 0]
048900 - [0, 4, 7, 3, 1, 0]
048901 - [0, 4, 7, 3, 1, 0]
048902 - [0, 4, 7, 3, 1, 0]
048903 - [0, 4, 7, 3, 1, 0]
048904 - [1, 4, 7, 3, 1, 0]
048905 - [1, 4, 7, 3, 1, 0]
048906 - [1, 4, 7, 3, 1, 0]
048907 - [1, 4, 7, 3, 1, 0]
048908 - [1, 4, 7, 3, 1, 0]
048909 - [1, 4, 7, 3, 1, 0]
048910 - [1, 4, 7, 3, 1, 0]
048911 - [1, 4, 7, 3, 1, 0]
048912 - [2, 4, 7, 3, 1, 0]
048913 - [2, 4, 7, 3, 1, 0]
048914 - [2, 4, 7, 3, 1, 0]
048915 - [2, 4, 7, 3, 1, 0]
048916 - [2, 4, 7, 3, 1, 0]
048917 - [2, 4, 7, 3, 1, 0]
048918 - [2, 4, 7, 3, 1, 0]
048919 - [2, 4, 7, 3, 1, 0]
048920 - [3, 4, 7, 3, 1, 0]
048921 - [3, 4, 7, 3, 1, 0]
048922 - [3, 4, 7, 3, 1, 0]
048923 - [3, 4, 7, 3, 1, 0]
048924 - [3, 4, 7, 3, 1, 0]
048925 - [3, 4, 7, 3, 1, 0]
048926 - [3, 4, 7, 3, 1, 0]
048927 - [3, 4, 7, 3, 1, 0]
048928 - [4, 4, 7, 3, 1, 0]
048929 - [4, 4, 7, 3, 1, 0]
048930 - [4, 4, 7, 3, 1, 0]
048931 - [4, 4, 7, 3, 1, 0]
048932 - [4, 4, 7, 3, 1, 0]
048933 - [4, 4, 7, 3, 1, 0]
048934 - [4, 4, 7, 3, 1, 0]
048935 - [4, 4, 7, 3, 1, 0]
048936 - [5, 4, 7, 3, 1, 0]
048937 - [5, 4, 7, 3, 1, 0]
048938 - [5, 4, 7, 3, 1, 0]
048939 - [5, 4, 7, 3, 1, 0]
048940 - [5, 4, 7, 3, 1, 0]
048941 - [5, 4, 7, 3, 1, 0]
048942 - [5, 4, 7, 3, 1, 0]
048943 - [5, 4, 7, 3, 1, 0]
048944 - [6, 4, 7, 3, 1, 0]
048945 - [6, 4, 7, 3, 1, 0]
048946 - [6, 4, 7, 3, 1, 0]
048947 - [6, 4, 7, 3, 1, 0]
048948 - [6, 4, 7, 3, 1, 0]
048949 - [6, 4, 7, 3, 1, 0]
048950 - [6, 4, 7, 3, 1, 0]
048951 - [6, 4, 7, 3, 1, 0]
048952 - [7, 4, 7, 3, 1, 0]
048953 - [7, 4, 7, 3, 1, 0]
048954 - [7, 4, 7, 3, 1, 0]
048955 - [7, 4, 7, 3, 1, 0]
048956 - [7, 4, 7, 3, 1, 0]
048957 - [7, 4, 7, 3, 1, 0]
048958 - [7, 4, 7, 3, 1, 0]
048959 - [7, 4, 7, 3, 1, 0]
048960 - [0, 5, 7, 3, 1, 0]
048961 - [0, 5, 7, 3, 1, 0]
048962 - [0, 5, 7, 3, 1, 0]
048963 - [0, 5, 7, 3, 1, 0]
048964 - [0, 5, 7, 3, 1, 0]
048965 - [0, 5, 7, 3, 1, 0]
048966 - [0, 5, 7, 3, 1, 0]
048967 - [0, 5, 7, 3, 1, 0]
048968 - [1, 5, 7, 3, 1, 0]
048969 - [1, 5, 7, 3, 1, 0]
048970 - [1, 5, 7, 3, 1, 0]
048971 - [1, 5, 7, 3, 1, 0]
048972 - [1, 5, 7, 3, 1, 0]
048973 - [1, 5, 7, 3, 1, 0]
048974 - [1, 5, 7, 3, 1, 0]
048975 - [1, 5, 7, 3, 1, 0]
048976 - [2, 5, 7, 3, 1, 0]
048977 - [2, 5, 7, 3, 1, 0]
048978 - [2, 5, 7, 3, 1, 0]
048979 - [2, 5, 7, 3, 1, 0]
048980 - [2, 5, 7, 3, 1, 0]
048981 - [2, 5, 7, 3, 1, 0]
048982 - [2, 5, 7, 3, 1, 0]
048983 - [2, 5, 7, 3, 1, 0]
048984 - [3, 5, 7, 3, 1, 0]
048985 - [3, 5, 7, 3, 1, 0]
048986 - [3, 5, 7, 3, 1, 0]
048987 - [3, 5, 7, 3, 1, 0]
048988 - [3, 5, 7, 3, 1, 0]
048989 - [3, 5, 7, 3, 1, 0]
048990 - [3, 5, 7, 3, 1, 0]
048991 - [3, 5, 7, 3, 1, 0]
048992 - [4, 5, 7, 3, 1, 0]
048993 - [4, 5, 7, 3, 1, 0]
048994 - [4, 5, 7, 3, 1, 0]
048995 - [4, 5, 7, 3, 1, 0]
048996 - [4, 5, 7, 3, 1, 0]
048997 - [4, 5, 7, 3, 1, 0]
048998 - [4, 5, 7, 3, 1, 0]
048999 - [4, 5, 7, 3, 1, 0]
049000 - [5, 5, 7, 3, 1, 0]
049001 - [5, 5, 7, 3, 1, 0]
049002 - [5, 5, 7, 3, 1, 0]
049003 - [5, 5, 7, 3, 1, 0]
049004 - [5, 5, 7, 3, 1, 0]
049005 - [5, 5, 7, 3, 1, 0]
049006 - [5, 5, 7, 3, 1, 0]
049007 - [5, 5, 7, 3, 1, 0]
049008 - [6, 5, 7, 3, 1, 0]
049009 - [6, 5, 7, 3, 1, 0]
049010 - [6, 5, 7, 3, 1, 0]
049011 - [6, 5, 7, 3, 1, 0]
049012 - [6, 5, 7, 3, 1, 0]
049013 - [6, 5, 7, 3, 1, 0]
049014 - [6, 5, 7, 3, 1, 0]
049015 - [6, 5, 7, 3, 1, 0]
049016 - [7, 5, 7, 3, 1, 0]
049017 - [7, 5, 7, 3, 1, 0]
049018 - [7, 5, 7, 3, 1, 0]
049019 - [7, 5, 7, 3, 1, 0]
049020 - [7, 5, 7, 3, 1, 0]
049021 - [7, 5, 7, 3, 1, 0]
049022 - [7, 5, 7, 3, 1, 0]
049023 - [7, 5, 7, 3, 1, 0]
049024 - [0, 6, 7, 3, 1, 0]
049025 - [0, 6, 7, 3, 1, 0]
049026 - [0, 6, 7, 3, 1, 0]
049027 - [0, 6, 7, 3, 1, 0]
049028 - [0, 6, 7, 3, 1, 0]
049029 - [0, 6, 7, 3, 1, 0]
049030 - [0, 6, 7, 3, 1, 0]
049031 - [0, 6, 7, 3, 1, 0]
049032 - [1, 6, 7, 3, 1, 0]
049033 - [1, 6, 7, 3, 1, 0]
049034 - [1, 6, 7, 3, 1, 0]
049035 - [1, 6, 7, 3, 1, 0]
049036 - [1, 6, 7, 3, 1, 0]
049037 - [1, 6, 7, 3, 1, 0]
049038 - [1, 6, 7, 3, 1, 0]
049039 - [1, 6, 7, 3, 1, 0]
049040 - [2, 6, 7, 3, 1, 0]
049041 - [2, 6, 7, 3, 1, 0]
049042 - [2, 6, 7, 3, 1, 0]
049043 - [2, 6, 7, 3, 1, 0]
049044 - [2, 6, 7, 3, 1, 0]
049045 - [2, 6, 7, 3, 1, 0]
049046 - [2, 6, 7, 3, 1, 0]
049047 - [2, 6, 7, 3, 1, 0]
049048 - [3, 6, 7, 3, 1, 0]
049049 - [3, 6, 7, 3, 1, 0]
049050 - [3, 6, 7, 3, 1, 0]
049051 - [3, 6, 7, 3, 1, 0]
049052 - [3, 6, 7, 3, 1, 0]
049053 - [3, 6, 7, 3, 1, 0]
049054 - [3, 6, 7, 3, 1, 0]
049055 - [3, 6, 7, 3, 1, 0]
049056 - [4, 6, 7, 3, 1, 0]
049057 - [4, 6, 7, 3, 1, 0]
049058 - [4, 6, 7, 3, 1, 0]
049059 - [4, 6, 7, 3, 1, 0]
049060 - [4, 6, 7, 3, 1, 0]
049061 - [4, 6, 7, 3, 1, 0]
049062 - [4, 6, 7, 3, 1, 0]
049063 - [4, 6, 7, 3, 1, 0]
049064 - [5, 6, 7, 3, 1, 0]
049065 - [5, 6, 7, 3, 1, 0]
049066 - [5, 6, 7, 3, 1, 0]
049067 - [5, 6, 7, 3, 1, 0]
049068 - [5, 6, 7, 3, 1, 0]
049069 - [5, 6, 7, 3, 1, 0]
049070 - [5, 6, 7, 3, 1, 0]
049071 - [5, 6, 7, 3, 1, 0]
049072 - [6, 6, 7, 3, 1, 0]
049073 - [6, 6, 7, 3, 1, 0]
049074 - [6, 6, 7, 3, 1, 0]
049075 - [6, 6, 7, 3, 1, 0]
049076 - [6, 6, 7, 3, 1, 0]
049077 - [6, 6, 7, 3, 1, 0]
049078 - [6, 6, 7, 3, 1, 0]
049079 - [6, 6, 7, 3, 1, 0]
049080 - [7, 6, 7, 3, 1, 0]
049081 - [7, 6, 7, 3, 1, 0]
049082 - [7, 6, 7, 3, 1, 0]
049083 - [7, 6, 7, 3, 1, 0]
049084 - [7, 6, 7, 3, 1, 0]
049085 - [7, 6, 7, 3, 1, 0]
049086 - [7, 6, 7, 3, 1, 0]
049087 - [7, 6, 7, 3, 1, 0]
049088 - [0, 7, 7, 3, 1, 0]
049089 - [0, 7, 7, 3, 1, 0]
049090 - [0, 7, 7, 3, 1, 0]
049091 - [0, 7, 7, 3, 1, 0]
049092 - [0, 7, 7, 3, 1, 0]
049093 - [0, 7, 7, 3, 1, 0]
049094 - [0, 7, 7, 3, 1, 0]
049095 - [0, 7, 7, 3, 1, 0]
049096 - [1, 7, 7, 3, 1, 0]
049097 - [1, 7, 7, 3, 1, 0]
049098 - [1, 7, 7, 3, 1, 0]
049099 - [1, 7, 7, 3, 1, 0]
049100 - [1, 7, 7, 3, 1, 0]
049101 - [1, 7, 7, 3, 1, 0]
049102 - [1, 7, 7, 3, 1, 0]
049103 - [1, 7, 7, 3, 1, 0]
049104 - [2, 7, 7, 3, 1, 0]
049105 - [2, 7, 7, 3, 1, 0]
049106 - [2, 7, 7, 3, 1, 0]
049107 - [2, 7, 7, 3, 1, 0]
049108 - [2, 7, 7, 3, 1, 0]
049109 - [2, 7, 7, 3, 1, 0]
049110 - [2, 7, 7, 3, 1, 0]
049111 - [2, 7, 7, 3, 1, 0]
049112 - [3, 7, 7, 3, 1, 0]
049113 - [3, 7, 7, 3, 1, 0]
049114 - [3, 7, 7, 3, 1, 0]
049115 - [3, 7, 7, 3, 1, 0]
049116 - [3, 7, 7, 3, 1, 0]
049117 - [3, 7, 7, 3, 1, 0]
049118 - [3, 7, 7, 3, 1, 0]
049119 - [3, 7, 7, 3, 1, 0]
049120 - [4, 7, 7, 3, 1, 0]
049121 - [4, 7, 7, 3, 1, 0]
049122 - [4, 7, 7, 3, 1, 0]
049123 - [4, 7, 7, 3, 1, 0]
049124 - [4, 7, 7, 3, 1, 0]
049125 - [4, 7, 7, 3, 1, 0]
049126 - [4, 7, 7, 3, 1, 0]
049127 - [4, 7, 7, 3, 1, 0]
049128 - [5, 7, 7, 3, 1, 0]
049129 - [5, 7, 7, 3, 1, 0]
049130 - [5, 7, 7, 3, 1, 0]
049131 - [5, 7, 7, 3, 1, 0]
049132 - [5, 7, 7, 3, 1, 0]
049133 - [5, 7, 7, 3, 1, 0]
049134 - [5, 7, 7, 3, 1, 0]
049135 - [5, 7, 7, 3, 1, 0]
049136 - [6, 7, 7, 3, 1, 0]
049137 - [6, 7, 7, 3, 1, 0]
049138 - [6, 7, 7, 3, 1, 0]
049139 - [6, 7, 7, 3, 1, 0]
049140 - [6, 7, 7, 3, 1, 0]
049141 - [6, 7, 7, 3, 1, 0]
049142 - [6, 7, 7, 3, 1, 0]
049143 - [6, 7, 7, 3, 1, 0]
049144 - [7, 7, 7, 3, 1, 0]
049145 - [7, 7, 7, 3, 1, 0]
049146 - [7, 7, 7, 3, 1, 0]
049147 - [7, 7, 7, 3, 1, 0]
049148 - [7, 7, 7, 3, 1, 0]
049149 - [7, 7, 7, 3, 1, 0]
049150 - [7, 7, 7, 3, 1, 0]
049151 - [7, 7, 7, 3, 1, 0]
049152 - [0, 0, 0, 4, 1, 0]
049153 - [0, 0, 0, 4, 1, 0]
049154 - [0, 0, 0, 4, 1, 0]
049155 - [0, 0, 0, 4, 1, 0]
049156 - [0, 0, 0, 4, 1, 0]
049157 - [0, 0, 0, 4, 1, 0]
049158 - [0, 0, 0, 4, 1, 0]
049159 - [0, 0, 0, 4, 1, 0]
049160 - [1, 0, 0, 4, 1, 0]
049161 - [1, 0, 0, 4, 1, 0]
049162 - [1, 0, 0, 4, 1, 0]
049163 - [1, 0, 0, 4, 1, 0]
049164 - [1, 0, 0, 4, 1, 0]
049165 - [1, 0, 0, 4, 1, 0]
049166 - [1, 0, 0, 4, 1, 0]
049167 - [1, 0, 0, 4, 1, 0]
049168 - [2, 0, 0, 4, 1, 0]
049169 - [2, 0, 0, 4, 1, 0]
049170 - [2, 0, 0, 4, 1, 0]
049171 - [2, 0, 0, 4, 1, 0]
049172 - [2, 0, 0, 4, 1, 0]
049173 - [2, 0, 0, 4, 1, 0]
049174 - [2, 0, 0, 4, 1, 0]
049175 - [2, 0, 0, 4, 1, 0]
049176 - [3, 0, 0, 4, 1, 0]
049177 - [3, 0, 0, 4, 1, 0]
049178 - [3, 0, 0, 4, 1, 0]
049179 - [3, 0, 0, 4, 1, 0]
049180 - [3, 0, 0, 4, 1, 0]
049181 - [3, 0, 0, 4, 1, 0]
049182 - [3, 0, 0, 4, 1, 0]
049183 - [3, 0, 0, 4, 1, 0]
049184 - [4, 0, 0, 4, 1, 0]
049185 - [4, 0, 0, 4, 1, 0]
049186 - [4, 0, 0, 4, 1, 0]
049187 - [4, 0, 0, 4, 1, 0]
049188 - [4, 0, 0, 4, 1, 0]
049189 - [4, 0, 0, 4, 1, 0]
049190 - [4, 0, 0, 4, 1, 0]
049191 - [4, 0, 0, 4, 1, 0]
049192 - [5, 0, 0, 4, 1, 0]
049193 - [5, 0, 0, 4, 1, 0]
049194 - [5, 0, 0, 4, 1, 0]
049195 - [5, 0, 0, 4, 1, 0]
049196 - [5, 0, 0, 4, 1, 0]
049197 - [5, 0, 0, 4, 1, 0]
049198 - [5, 0, 0, 4, 1, 0]
049199 - [5, 0, 0, 4, 1, 0]
049200 - [6, 0, 0, 4, 1, 0]
049201 - [6, 0, 0, 4, 1, 0]
049202 - [6, 0, 0, 4, 1, 0]
049203 - [6, 0, 0, 4, 1, 0]
049204 - [6, 0, 0, 4, 1, 0]
049205 - [6, 0, 0, 4, 1, 0]
049206 - [6, 0, 0, 4, 1, 0]
049207 - [6, 0, 0, 4, 1, 0]
049208 - [7, 0, 0, 4, 1, 0]
049209 - [7, 0, 0, 4, 1, 0]
049210 - [7, 0, 0, 4, 1, 0]
049211 - [7, 0, 0, 4, 1, 0]
049212 - [7, 0, 0, 4, 1, 0]
049213 - [7, 0, 0, 4, 1, 0]
049214 - [7, 0, 0, 4, 1, 0]
049215 - [7, 0, 0, 4, 1, 0]
049216 - [0, 1, 0, 4, 1, 0]
049217 - [0, 1, 0, 4, 1, 0]
049218 - [0, 1, 0, 4, 1, 0]
049219 - [0, 1, 0, 4, 1, 0]
049220 - [0, 1, 0, 4, 1, 0]
049221 - [0, 1, 0, 4, 1, 0]
049222 - [0, 1, 0, 4, 1, 0]
049223 - [0, 1, 0, 4, 1, 0]
049224 - [1, 1, 0, 4, 1, 0]
049225 - [1, 1, 0, 4, 1, 0]
049226 - [1, 1, 0, 4, 1, 0]
049227 - [1, 1, 0, 4, 1, 0]
049228 - [1, 1, 0, 4, 1, 0]
049229 - [1, 1, 0, 4, 1, 0]
049230 - [1, 1, 0, 4, 1, 0]
049231 - [1, 1, 0, 4, 1, 0]
049232 - [2, 1, 0, 4, 1, 0]
049233 - [2, 1, 0, 4, 1, 0]
049234 - [2, 1, 0, 4, 1, 0]
049235 - [2, 1, 0, 4, 1, 0]
049236 - [2, 1, 0, 4, 1, 0]
049237 - [2, 1, 0, 4, 1, 0]
049238 - [2, 1, 0, 4, 1, 0]
049239 - [2, 1, 0, 4, 1, 0]
049240 - [3, 1, 0, 4, 1, 0]
049241 - [3, 1, 0, 4, 1, 0]
049242 - [3, 1, 0, 4, 1, 0]
049243 - [3, 1, 0, 4, 1, 0]
049244 - [3, 1, 0, 4, 1, 0]
049245 - [3, 1, 0, 4, 1, 0]
049246 - [3, 1, 0, 4, 1, 0]
049247 - [3, 1, 0, 4, 1, 0]
049248 - [4, 1, 0, 4, 1, 0]
